WinningCards	DiscardedCards:0	DiscardedCards:1	ActionsPlayedWin:0
Baron	2	2	Baron
Guard	11	11	Guard,Priest,Baron,Baron,Guard,Guard
Baron.opp	6	6	Priest,Guard
Baron	2	2	Baron
Baron	2	2	Baron
Baron.opp	2	2	
Guard	7	7	Guard,Guard,Guard
Guard	4	4	Guard,Handmaid
Baron.opp	5	5	
Baron	5	5	
Baron.opp	2	2	
Guard	6	6	Guard,Princess,Priest
Baron	3	3	
Baron	8	8	Baron,Guard,Handmaid,Guard
Baron.opp	2	2	
Guard	4	4	
Baron	4	4	
Baron	2	2	Baron
Guard	10	10	
Baron.opp	7	7	
Baron	3	3	Baron
Baron	2	2	Baron
Countess.end	10	10	Handmaid,Guard,Guard,Prince,Priest,Princess
Baron.opp	3	3	Priest
Guard	8	8	
Baron	2	2	
Baron	3	3	Baron
Baron	8	8	Baron,Guard,Priest,Priest
Baron	5	5	
Baron	9	9	Baron,Prince,Guard
Baron	2	2	Baron
Baron	3	3	
King.end	10	10	Handmaid,Guard,Guard,Prince,Priest
Baron.opp	3	3	Priest
Baron	4	4	
Baron.opp	6	6	Guard,Guard
Guard	8	8	Guard,Guard,Guard,Priest
Baron.opp	6	6	
Guard	2	2	
Guard	4	4	
Guard	10	10	Guard,Baron,Handmaid,Guard
Baron.opp	6	6	Priest,Guard
Baron	2	2	Baron
Baron	2	2	Baron
Countess.end	10	10	Guard,Guard,Handmaid,Prince,Priest,Princess
Baron.opp	3	3	Priest
Baron	4	4	Baron,Guard
Baron.opp	2	2	
Guard	2	2	
Prince.opp	10	10	
Guard	2	2	
Prince.opp	3	3	Prince
Baron	2	2	Baron
Baron	2	2	Baron
Countess.end	10	10	Handmaid,Guard,Prince,Guard,Priest,Princess
Baron	3	3	
Baron	4	4	
Guard	5	5	Guard,Guard
Baron	9	9	
Baron	4	4	
Baron.opp	8	8	Baron,Prince,Guard
Guard	4	4	Guard,Priest
Baron.opp	7	7	Guard,King,Guard
Baron	2	2	Baron
Guard	3	3	
Baron	3	3	Baron
Baron	4	4	
Baron	8	8	
Baron	3	3	Baron
Baron	8	8	Baron,Guard,Priest,Priest
Baron.opp	11	11	Guard,Prince,King,Handmaid,Prince
Guard	9	9	Guard,Handmaid,Priest,Guard,Guard
Baron	11	11	Baron,King,Handmaid,Guard,Guard
Countess.end	10	10	
Baron	3	3	Baron
Baron	4	4	Baron,Guard
Baron.opp	2	2	
Baron	3	3	Baron
Guard	9	9	
Guard	2	2	
Countess.end	10	10	
Prince.end	10	10	
Guard	3	3	Guard
Baron.opp	3	3	Guard
Guard	6	6	Guard,Guard,Guard
Guard	4	4	Guard,Handmaid
Baron	3	3	
Guard	6	6	
Baron.opp	5	5	
Baron	5	5	Baron,Priest
Guard	10	10	
Guard	2	2	
Guard	9	9	
Guard	5	5	Guard,Handmaid
Guard	2	2	Guard
Baron.opp	3	3	Guard
Guard	6	6	Guard,Guard,Guard
Guard	4	4	
Baron.opp	6	6	Prince,Guard
Baron.opp	2	2	
Baron	3	3	Baron
Baron	8	8	Baron,Guard,Priest,Priest
Baron.opp	11	11	Guard,Baron,Guard,Handmaid,Prince
Baron	8	8	
Guard	11	11	
Guard	2	2	
Baron	2	2	
Guard	6	6	
Baron.opp	10	10	
Baron.opp	2	2	
Baron	3	3	Baron
Guard	3	3	
Guard	9	9	Guard,Baron,Handmaid,Prince,Guard
Guard	7	7	Guard,Guard,Priest,Guard
Baron.opp	10	10	King,Prince,Handmaid,Guard,Guard
Guard	11	11	Guard,Priest,Handmaid,Baron,Guard,Guard
Baron	8	8	
Princess.end	10	10	Countess,Guard,King,Handmaid,Guard
Baron.opp	10	10	Guard,Guard,Guard,Handmaid,Prince
Baron.opp	3	3	Guard
Baron.opp	4	4	
Baron.opp	8	8	Baron,Prince,Guard,Prince
Baron	8	8	
Prince.end	10	10	
Princess.end	10	10	Priest,Handmaid,Guard,Baron,Guard
Guard	2	2	Guard
Guard	4	4	Guard,Guard
Baron.opp	10	10	Princess,Guard,Guard,Prince
Guard	2	2	Guard
Baron	8	8	Baron,Guard,Priest,Priest
Baron.opp	8	8	
King.end	10	10	
Countess.end	10	10	
Baron	6	6	Baron,Prince
Baron.opp	8	8	
Baron.opp	10	10	Princess,Handmaid,Handmaid,Guard
Guard	7	7	Guard,Guard,Prince,Handmaid
Guard	2	2	Guard
Baron	2	2	Baron
Baron	4	4	
Baron	4	4	
Baron	3	3	Baron
Baron.opp	6	6	Prince,Handmaid
Baron	8	8	
Prince.end	10	10	
Princess.end	10	10	Handmaid,Priest,Guard,Baron,Guard
Baron.opp	9	9	
Baron.opp	10	10	Baron,Handmaid,King,Guard
Baron.opp	10	10	Guard,Guard,Prince,Handmaid
Baron.opp	8	8	
Baron.opp	2	2	
Baron.opp	4	4	Priest,Prince
Baron.opp	4	4	
Guard	2	2	
Guard	6	6	
Baron	8	8	
Prince.end	10	10	
Guard	2	2	
Baron	2	2	
Baron.opp	4	4	Guard
Princess.end	10	10	Countess,Handmaid,Prince,Guard,Handmaid
Baron.opp	8	8	
Baron.opp	2	2	
Prince.opp	4	4	
Baron	2	2	
Baron.opp	7	7	King,Guard,Guard
Baron	10	10	
Baron	2	2	
Princess.end	10	10	Countess,Handmaid,Baron,King,Guard
Guard	4	4	
Baron	8	8	
Baron.opp	2	2	
Baron.opp	7	7	
Baron	4	4	
Baron	3	3	Baron
Guard	6	6	Guard,Guard,Handmaid
Guard	4	4	Guard,Guard
Baron	2	2	Baron
Baron	3	3	
Baron	2	2	
Baron.opp	6	6	Guard,Handmaid
Guard	9	9	Guard,Handmaid,Prince,Guard,Handmaid
Prince.end	10	10	Countess,Guard,King,Handmaid,Guard
Baron	2	2	Baron
Baron	4	4	
Baron	2	2	
Baron	3	3	Baron
Guard	4	4	Guard,Handmaid
Countess.end	10	10	Handmaid,Baron,Priest,Prince,Guard,Guard
Baron	7	7	Baron,Guard,Prince,Guard
King.end	10	10	
Baron.opp	10	10	
Baron	8	8	Baron,Guard,Handmaid
Baron	2	2	Baron
Baron.opp	5	5	
Baron	2	2	
Baron	3	3	Baron
Baron.end	10	10	
Guard	4	4	
King.end	10	10	
Baron	7	7	
Guard	4	4	
Baron.opp	8	8	
Baron.opp	2	2	
Baron.opp	5	5	
Baron	4	4	
Baron	3	3	Baron
Guard	4	4	Guard,Handmaid
Guard	5	5	
Guard	4	4	
Baron	8	8	
Guard	4	4	Guard
Baron	2	2	Baron
Countess.end	10	10	
Baron	4	4	
Baron	3	3	Baron
Baron.opp	7	7	Guard,Guard,Handmaid
Prince.opp	10	10	Baron,Prince,Guard,Priest,Guard,Guard
Baron	2	2	Baron
Guard	9	9	Guard,King,Guard,Handmaid,Guard
Baron	11	11	Baron,Prince,King,Handmaid,Guard
Baron	2	2	Baron
Baron.opp	4	4	Priest,Prince
Prince.end	10	10	
Guard	2	2	
Baron	7	7	Baron,Priest,Priest
Guard	8	8	
Guard	4	4	
Guard	2	2	
Guard	11	11	Guard,Handmaid,Guard,Prince
Guard	5	5	
King.end	10	10	
Guard	4	4	
Baron	8	8	Baron,Guard,Priest
Prince.opp	10	10	
Baron	3	3	Baron
Baron	7	7	
Baron	10	10	Baron,Guard,Baron,King,Guard
Baron	2	2	Baron
Baron.opp	10	10	Princess,Guard,Handmaid,Guard
Princess.end	10	10	Priest,Handmaid,Priest,Prince,Prince
Baron.opp	6	6	
Princess.opp	10	10	
Baron.opp	2	2	
Guard	8	8	
Baron	2	2	
Baron	3	3	Baron
Guard	4	4	Guard,Handmaid
Guard	8	8	
Countess.end	10	10	Priest,Handmaid,Prince,Princess
Guard	8	8	Guard,Guard,King,Handmaid
Guard	9	9	Guard,Guard,Prince,Prince,Handmaid
Guard	4	4	Guard,Handmaid
Guard	10	10	
Baron	6	6	Baron,Priest,Prince
Baron.opp	2	2	
Baron	3	3	Baron
Baron	7	7	
Prince.opp	10	10	
Prince.opp	10	10	Guard,Prince,King,Prince,Princess
Guard	2	2	Guard
Countess.end	10	10	
Guard	10	10	Guard,Baron,Guard,Prince
Princess.end	10	10	Countess,Handmaid,King,Guard,Guard,Priest
Baron.opp	4	4	Prince
Baron	3	3	
Baron	7	7	Baron,Guard,Guard
Baron.opp	5	5	Princess,Guard
Baron	7	7	
Guard	8	8	Guard,Handmaid,Guard
Baron	2	2	Baron
Princess.end	10	10	
Princess.end	10	10	
Prince.opp	5	5	Prince,Guard
Princess.opp	10	10	Princess,King,Handmaid,Guard,Guard,Priest
Baron	4	4	
Guard	2	2	
Baron.opp	7	7	Guard,Guard,Prince
Guard	6	6	
Baron	6	6	Baron,Guard,Prince
Baron	7	7	
Baron	10	10	
Baron.opp	4	4	Priest
Princess.opp	10	10	Princess,Guard,King,Guard,Handmaid,Guard
Countess.end	10	10	
Baron	6	6	
Guard	8	8	Guard,Priest,Prince
Baron	4	4	Baron,Handmaid
Baron	3	3	
Baron	9	9	
Handmaid.end	10	10	
Baron	11	11	
Guard	4	4	
King.end	10	10	
Guard	7	7	
Guard	4	4	
Baron.opp	10	10	
Baron.opp	2	2	
Baron	3	3	
Baron	2	2	Baron
Princess.end	10	10	
Guard	8	8	
Prince.end	10	10	
Guard	5	5	
Baron.opp	2	2	
Baron	3	3	
Baron	9	9	
Guard	5	5	
Guard	10	10	
Guard	2	2	
Baron.opp	6	6	
King.end	10	10	
Baron.opp	2	2	
Guard	8	8	
Baron	7	7	Baron,Guard,Guard
Guard	3	3	
Baron.opp	8	8	
Countess.end	10	10	
Guard	6	6	
Guard	10	10	Guard,King,Prince,Handmaid,Priest
Baron	6	6	
Baron.opp	4	4	Princess
Guard	8	8	Guard,Guard,Priest,Guard
Baron	6	6	Baron,Guard,Priest
Baron	6	6	Baron,Handmaid,Priest
Baron	11	11	Baron,Handmaid,Guard,Guard,Guard
Baron	9	9	
Baron	2	2	
Guard	4	4	
Baron	4	4	
Guard	5	5	Guard,Handmaid,Guard
Guard	10	10	
Baron.opp	2	2	
Baron	3	3	
Guard	10	10	Guard,Guard,Prince,Guard
Handmaid.end	10	10	Countess,Priest,Guard,Guard,Priest,Prince
Baron.opp	6	6	Priest,Prince
Guard	2	2	Guard
Guard	4	4	Guard,Guard
Princess.opp	10	10	Princess,Handmaid,King,Guard,Guard
Baron	4	4	
Baron.opp	2	2	
Baron	7	7	Baron,Prince,Guard
Handmaid.end	10	10	Countess,Priest,Priest,Guard,Prince
Guard	4	4	
Countess.end	10	10	
Baron	10	10	Baron,Guard,Priest,Guard,Guard
Baron.opp	2	2	
Prince.opp	10	10	Guard,Princess,Guard,King,Guard
Guard	10	10	Guard,Handmaid,Prince,Guard,Guard
Baron	4	4	Baron,Handmaid
Baron	3	3	
Baron	9	9	
Guard	5	5	
Guard	3	3	Guard
Prince.end	10	10	
Guard	4	4	
Baron	2	2	
Princess.end	10	10	
Baron	3	3	
Baron	9	9	
Guard	5	5	Guard,Priest
Guard	3	3	
Baron.end	10	10	
Guard	7	7	Guard,Priest,Guard
Baron.opp	2	2	
Guard	11	11	
Guard	7	7	Guard,Handmaid,Guard
Guard	4	4	Guard,Princess
Guard	2	2	Guard
Princess.end	10	10	
Baron.opp	8	8	Priest,Guard,Handmaid
Baron	4	4	Baron,Guard
Baron.opp	3	3	Guard
Baron.opp	7	7	Prince,King
Baron.opp	5	5	Priest,Guard
Baron	7	7	Baron,Priest,Prince,Guard
Baron	3	3	
Baron.opp	7	7	
Prince.opp	5	5	Prince,Guard
Baron	4	4	Baron,Guard
Baron.opp	7	7	Countess,Guard,Guard
Prince.opp	3	3	
Baron	6	6	
Baron	2	2	
Prince.opp	2	2	
Guard	10	10	Guard,Baron,Guard,Handmaid,Guard
Baron	9	9	Baron,Handmaid,Priest,Prince
Baron	5	5	Baron,Prince,Princess
Guard	7	7	
Countess.end	10	10	
Guard	6	6	Guard,Priest,Prince
Baron	5	5	Baron,Guard
Baron.opp	3	3	Guard
Baron	8	8	Baron,Guard,Prince,King,Prince
Guard	3	3	
Baron	4	4	
Prince.opp	2	2	
Guard	3	3	Guard
Guard	10	10	
Baron	5	5	
Baron	2	2	
Guard	11	11	
Baron	6	6	
Baron	6	6	
Baron	2	2	
Guard	7	7	Guard,Priest,Baron
Guard	7	7	Guard,Handmaid,Priest
Guard	8	8	
Baron	5	5	
Baron	2	2	
Guard	3	3	Guard
Baron	9	9	Baron,Guard,Princess,Priest
Baron	5	5	Baron,King,Guard
Baron.opp	3	3	King
Baron	2	2	Baron
Guard	2	2	Guard
Baron	7	7	Baron,Priest,Prince,Guard
Guard	9	9	Guard,Priest,Princess,Handmaid
Guard	3	3	
Baron.opp	9	9	Guard,Guard,Prince
Baron	5	5	Baron,Princess
Baron.opp	3	3	Priest
Guard	7	7	Guard,Guard,Princess
Baron	7	7	Baron,Priest,Prince,Guard
Baron	3	3	
King.end	10	10	Guard,Countess,Guard,Handmaid
Guard	11	11	Guard,Guard,Prince,Countess,Princess,Priest
Guard	9	9	Guard,Prince,Baron,Princess
Prince.opp	11	11	Prince,Handmaid,Handmaid,Prince,Priest
Countess.end	10	10	
Guard	11	11	
Guard	11	11	Guard,Princess,Handmaid,King,Prince
Baron.opp	3	3	King
Princess.end	10	10	Guard,Handmaid,Guard,Priest,Handmaid
Guard	11	11	
Guard	8	8	
Guard	7	7	
Baron	2	2	
Countess.end	10	10	Guard,Guard,King,Guard
Guard	6	6	
Baron.opp	6	6	
Baron.opp	3	3	
Prince.opp	11	11	Guard,Prince,Countess,Guard,Handmaid,Priest
Guard	11	11	Guard,Prince,Countess,Princess,Priest
Baron.opp	4	4	Prince
Baron	4	4	
Guard	7	7	
Baron.opp	9	9	
Baron	7	7	
Baron	3	3	Baron
Baron	2	2	Baron
Baron.opp	4	4	
Baron.opp	5	5	
Baron	4	4	
Guard	11	11	Guard,Guard,Prince,Countess,Princess,Priest
Baron	5	5	Baron,Prince
King.end	10	10	Priest,Priest,Guard,Prince
Guard	11	11	Guard,Handmaid,Guard,Guard,Princess,Guard
Baron	9	9	Baron,Guard,Princess,Priest
Guard	2	2	Guard
Guard	4	4	Guard,King
Baron.opp	4	4	Prince
Guard	11	11	
Guard	11	11	
Baron.opp	9	9	Priest,Prince,Priest
Guard	2	2	Guard
Baron	3	3	
Baron.opp	2	2	
Baron	4	4	Baron,King
Baron	5	5	
Baron	4	4	
Baron	2	2	
Baron	6	6	Baron,Guard
Guard	6	6	
Baron	4	4	
Guard	11	11	
Prince.opp	5	5	Priest,Prince
Guard	2	2	Guard
Baron	3	3	
Baron.opp	2	2	
Baron.opp	7	7	Princess,King,Priest
Baron	5	5	
Baron	4	4	
Baron	2	2	
Guard	3	3	Guard
Baron.opp	9	9	
Guard	3	3	
Baron.opp	9	9	Priest,Prince,Priest
Baron.opp	6	6	Prince,Guard
Baron.opp	3	3	King
Baron	2	2	Baron
Baron	4	4	Baron,King
Baron.opp	5	5	Guard,Handmaid
Baron	4	4	Baron,Guard
Baron	9	9	Baron,Guard,Princess,Priest
Baron.opp	8	8	King,Prince,Guard
Baron.opp	3	3	King
Baron	2	2	Baron
Baron	4	4	Baron,King
Baron	8	8	Baron,Handmaid,Guard,Handmaid
Baron	4	4	Baron,Guard
Guard	9	9	Guard,Princess,Prince,King,Guard
Guard	5	5	
Baron.opp	4	4	Countess
Guard	5	5	
Baron	6	6	
Baron	4	4	
Baron	2	2	
Baron.opp	6	6	
Guard	2	2	
Baron.opp	3	3	King
Baron	2	2	Baron
Baron	4	4	Baron,King
Baron	5	5	
Baron	4	4	
Baron	2	2	
Baron	6	6	Baron,Guard
Guard	5	5	Guard,Guard,King
Guard	9	9	
Baron.opp	5	5	
Baron.opp	2	2	
Baron	3	3	
Baron.opp	2	2	
Baron	2	2	Baron
Baron.opp	5	5	King,Priest
Baron	5	5	
Baron	4	4	
Baron	2	2	
Baron.opp	6	6	
Guard	10	10	
Guard	10	10	
Guard	2	2	
Baron	4	4	Baron,King
Baron	5	5	
Baron	4	4	
Baron	2	2	
Baron	6	6	
Prince.end	10	10	
Guard	9	9	
Guard	8	8	Guard,Priest,Guard,Baron
Baron.opp	4	4	
Baron	5	5	
Baron	4	4	
Baron	2	2	
Baron	8	8	Baron,Handmaid,Guard
Guard	5	5	Guard,King
Guard	3	3	
Guard	11	11	Guard,Handmaid,Guard,Guard
Baron.opp	3	3	Guard
Baron	3	3	
Baron.opp	2	2	
Baron	2	2	Baron
Baron	3	3	
Baron	8	8	Baron,Priest,Prince
Baron	6	6	Baron,Guard,Baron
Baron	5	5	
Baron.opp	5	5	
Guard	6	6	
Guard	5	5	
Baron.opp	5	5	
Guard	2	2	
Baron.opp	8	8	Princess,King,Priest
Guard	6	6	
Baron.opp	3	3	Princess
Baron	5	5	
Guard	6	6	
Guard	9	9	Guard,Priest,Guard,Countess
Guard	3	3	
Baron	3	3	Baron
Baron	3	3	
Baron.opp	2	2	
Baron	2	2	Baron
Baron	3	3	
Baron	8	8	Baron,Princess,Guard,Prince
Baron.opp	7	7	
Baron.opp	9	9	Prince,Priest,Guard
Baron	6	6	Baron,Handmaid,Countess
Baron.opp	9	9	
Princess.end	10	10	Guard,Guard,Priest,Guard,Countess
Guard	3	3	
Baron	3	3	Baron
Baron	3	3	
Baron.opp	2	2	
Baron	2	2	Baron
Baron	8	8	
Baron	8	8	Baron,Princess,Guard,Prince
Guard	9	9	Guard,Guard,Handmaid,Prince
Guard	6	6	
Baron	10	10	
Baron.opp	5	5	
Baron	5	5	Baron,King
Baron	3	3	
Baron.opp	2	2	
Baron	2	2	Baron
Baron	8	8	
Guard	11	11	
Baron.opp	9	9	
Prince.end	10	10	Guard,Princess,Priest,Priest,Countess
Baron.opp	2	2	
Guard	2	2	
Baron.opp	3	3	
Baron.opp	2	2	
Baron	2	2	Baron
Baron.opp	3	3	Priest
Baron	8	8	
Baron	6	6	Baron,Guard,Handmaid
Guard	4	4	Guard,Handmaid
Guard	9	9	Guard,Guard,Priest,Handmaid,Guard
Baron.opp	2	2	
Guard	2	2	
Baron.opp	6	6	King,Priest
Baron.opp	4	4	
Baron.opp	5	5	
Baron	5	5	Baron,Countess
King.end	10	10	Guard,Handmaid,Handmaid,Priest,Countess,Guard
Guard	5	5	Guard,Prince
Baron.opp	9	9	
Baron	10	10	
Baron	10	10	Baron,Priest,Guard,Princess
Baron.opp	2	2	
Guard	3	3	
Guard	2	2	
Baron.opp	2	2	
Baron	2	2	Baron
Baron	5	5	Baron,Priest
Princess.end	10	10	Guard,King,Handmaid,Priest,Countess,Guard
Guard	5	5	Guard,Handmaid,Prince
Guard	4	4	Guard,Priest
Baron	5	5	
Guard	2	2	
Baron	3	3	Baron
Baron	3	3	
Baron.opp	2	2	
Baron	2	2	Baron
Baron.opp	3	3	Priest
Princess.end	10	10	Guard,Handmaid,Handmaid,Countess,Priest,Guard
Guard	10	10	Guard,Countess,Princess,Baron,Handmaid,Prince
Guard	5	5	
Baron	5	5	Baron,Guard
King.end	10	10	
Baron	3	3	Baron
Baron	4	4	
Baron.opp	5	5	
Guard	4	4	
Baron	8	8	Baron,King,Prince,Guard
Baron.opp	4	4	Prince
Baron	9	9	
Baron.opp	8	8	Countess,Baron,Guard
Guard	11	11	Guard,Countess,King,Priest,Guard,Princess
Baron	6	6	Baron,Guard,Guard
Baron.opp	10	10	Guard,Princess,Guard,Handmaid
Guard	2	2	Guard
Baron	2	2	Baron
Baron	3	3	
Baron	8	8	Baron,Prince,Guard
Guard	4	4	
Baron	9	9	
Baron	5	5	Baron,Guard
Guard	2	2	Guard
Baron.opp	10	10	
Baron	10	10	Baron,Baron,Prince,Prince,Handmaid
Baron	6	6	
Baron	3	3	Baron
Baron.opp	4	4	Prince
Baron.opp	3	3	Priest
Baron	8	8	
Baron.opp	5	5	Guard
Guard	3	3	
Baron	5	5	Baron,Guard
King.end	10	10	
Baron	3	3	Baron
Guard	9	9	Guard,King,Prince,Handmaid
Baron.opp	6	6	Priest,Handmaid,King
Baron	2	2	Baron
Baron.opp	8	8	King,Countess,Guard
Baron	6	6	
Baron.opp	9	9	Prince,Guard,Priest
Guard	2	2	Guard
Guard	11	11	
Baron	3	3	Baron
Baron.opp	10	10	
Baron	6	6	
Baron	3	3	Baron
Baron.opp	4	4	Prince
Baron	2	2	Baron
Guard	11	11	
Guard	5	5	Guard,Priest
Guard	2	2	Guard
Countess.end	10	10	Guard,King,Priest,Guard,Princess
Guard	2	2	Guard
Guard	11	11	
Guard	9	9	
Baron	3	3	Baron
Guard	6	6	
Baron.opp	2	2	
Guard	10	10	
Guard	8	8	
Baron	6	6	
Guard	3	3	
Baron	7	7	Baron,Countess,Guard
Guard	3	3	
Baron	3	3	Baron
Guard	11	11	
Guard	2	2	
Guard	2	2	
Guard	6	6	Guard,Priest,Prince
Baron	2	2	Baron
Guard	11	11	
Guard	2	2	
Baron	7	7	
Prince.opp	4	4	
Guard	2	2	
Guard	9	9	
Baron	6	6	Baron,Prince
Baron	2	2	Baron
Baron.opp	4	4	Prince
Baron	2	2	Baron
Guard	8	8	
Guard	8	8	
Baron	6	6	Baron,Priest
Baron	2	2	Baron
Baron.opp	6	6	
Baron.opp	11	11	
Baron	3	3	Baron
Baron.opp	10	10	
Baron	6	6	Baron,Prince
Baron	2	2	Baron
Baron	10	10	
Baron.opp	2	2	
Guard	11	11	
Guard	8	8	
Guard	6	6	Guard,Handmaid,Priest
Baron	2	2	Baron
Baron	6	6	
Baron	4	4	Baron
Baron.opp	2	2	
Baron.opp	8	8	
Baron.opp	6	6	
Baron	3	3	Baron
Baron	7	7	Baron,Priest,King
Baron	2	2	Baron
Guard	11	11	
Guard	5	5	Guard,Guard
Baron	6	6	
Baron.opp	7	7	Guard,King,Princess
Baron.opp	6	6	Priest,Guard,Princess
Countess.end	10	10	
Baron.opp	3	3	
Baron.opp	8	8	King,Guard,Handmaid
Baron.opp	11	11	
Baron	3	3	Baron
Baron	7	7	Baron,Baron,King
Baron	2	2	Baron
Guard	11	11	Guard,Handmaid,Princess,Priest,Prince,Handmaid
Baron.end	10	10	
Baron	6	6	Baron,Handmaid
Baron	2	2	Baron
Baron.opp	9	9	
Baron	3	3	Baron
Baron.opp	4	4	Prince
Baron	2	2	Baron
Guard	11	11	
Baron.opp	10	10	Priest,King,Guard,Guard
Guard	11	11	
Baron.opp	4	4	King
Prince.opp	3	3	
Baron	6	6	Baron,Handmaid
Baron	3	3	
Baron	3	3	Baron
Baron	2	2	Baron
Guard	6	6	
Baron.opp	2	2	
Guard	11	11	
Baron	6	6	
Baron	6	6	Baron,Handmaid,Priest
Baron	2	2	Baron
Prince.opp	3	3	
Baron	4	4	Baron
Baron	3	3	
Baron	3	3	Baron
Baron	6	6	Baron,Handmaid,Guard
Baron.opp	4	4	Prince
Baron	2	2	Baron
Guard.end	10	10	
Baron.opp	8	8	Priest,Guard,Guard
Baron.opp	6	6	Guard,Priest
Baron	2	2	Baron
Baron	6	6	Baron,Handmaid,Guard
Countess.end	10	10	
Baron	3	3	Baron
Baron	2	2	Baron
Baron	10	10	
Guard	2	2	
Prince.opp	2	2	
Baron	2	2	Baron
Prince.opp	3	3	
Guard	11	11	Guard,Countess,Priest,Handmaid,Prince,Baron
Baron	3	3	
Baron	3	3	Baron
Baron.opp	4	4	
Guard	2	2	
Guard	11	11	Guard,Priest,Countess,Handmaid,Guard
Baron	7	7	
King.end	10	10	
Guard	10	10	
Baron	6	6	Baron,Priest
Baron	2	2	Baron
Guard	5	5	Guard,Princess
Baron.opp	2	2	
Baron.opp	3	3	
Handmaid.end	10	10	
Baron	4	4	
Baron	3	3	Baron
Guard	2	2	Guard
Guard	11	11	Guard,Guard,Priest,Handmaid,Guard,Guard
Guard	6	6	Guard,King,Prince
Baron.opp	6	6	
Baron	6	6	Baron,Handmaid,Priest
Baron	2	2	Baron
Baron.opp	6	6	
Countess.end	10	10	Guard,Priest,Handmaid,Prince,Baron
Baron.opp	2	2	
Baron	3	3	Baron
Baron	6	6	Baron,Handmaid,Guard
Baron.opp	3	3	Guard
Guard	6	6	Guard,Countess,Handmaid
Prince.opp	3	3	
Baron.opp	2	2	
Guard	2	2	Guard
Baron.opp	2	2	
Baron.opp	3	3	
Baron	3	3	Baron
Baron	6	6	Baron,Handmaid,Guard
Baron.opp	3	3	Guard
Guard	11	11	
Guard	6	6	
Guard	6	6	Guard,Priest
Baron.opp	2	2	
Prince.opp	10	10	Handmaid,Handmaid,Guard,Guard
Baron	2	2	Baron
Baron.opp	6	6	Priest,Guard
King.end	10	10	
Baron.opp	3	3	
Baron	3	3	Baron
Princess.end	10	10	
Baron	3	3	Baron
Guard	7	7	Guard,Countess,Handmaid,Guard
Guard	2	2	Guard
Baron.opp	7	7	
Baron	2	2	
Prince.opp	10	10	Handmaid,Handmaid,Guard,Guard
Baron.opp	6	6	Priest,Guard,Princess
Baron.opp	2	2	
Baron	3	3	Baron
Baron	2	2	Baron
Baron	6	6	Baron,Handmaid,Guard
Baron.opp	4	4	Guard,Prince
Guard	11	11	
Baron	7	7	Baron,Priest,Guard
Baron.opp	7	7	Guard,King,Prince
Baron.opp	2	2	
Baron.opp	3	3	
Baron	3	3	Baron
Guard	11	11	
Baron.opp	2	2	
Prince.opp	10	10	King,Handmaid,Guard,Guard
Guard	2	2	Guard
Guard	6	6	
Baron	2	2	
Prince.opp	10	10	Handmaid,Guard,Guard,Handmaid
Prince.end	10	10	Guard,Priest,Guard,Handmaid,Countess,Handmaid
Baron	3	3	
Baron.opp	8	8	Guard,Priest,Handmaid
Baron	3	3	
Baron	3	3	Baron
Baron.opp	5	5	Guard,Handmaid
Baron.opp	3	3	Guard
Priest.end	10	10	
Guard	4	4	
Baron	10	10	
Baron	2	2	
Prince.opp	10	10	Handmaid,Guard,Guard,Handmaid
Baron	9	9	
Baron	3	3	Baron
Baron.opp	6	6	
Princess.end	10	10	
Baron	6	6	
Baron	3	3	Baron
Guard	11	11	
Baron	7	7	Baron,Guard,Priest
Guard	6	6	
Baron	2	2	
Guard	3	3	Guard
Baron	9	9	Baron,Guard,Handmaid,Handmaid
Baron.opp	4	4	
Guard	2	2	
Guard	7	7	
Baron	3	3	Baron
Prince.end	10	10	Guard,Handmaid,King,Countess,Guard
Guard	2	2	Guard
Guard	6	6	
Baron	2	2	
Guard	6	6	
Guard	8	8	
Baron	3	3	Baron
Prince.opp	8	8	Prince,Priest,Handmaid,Guard
Guard	11	11	
Prince.opp	6	6	
Baron.opp	3	3	Guard
Guard	5	5	Guard,Handmaid,Guard
Guard	2	2	Guard
Guard	6	6	
Baron	2	2	
Guard	6	6	
Guard	8	8	
Baron	2	2	
Guard	9	9	Guard,King,Handmaid,Priest
Baron	8	8	
Guard	11	11	
Guard	11	11	
Baron.end	10	10	
Guard	8	8	
Baron	2	2	
Guard	11	11	Guard,Princess,Handmaid,Guard,Guard
Guard	11	11	Guard,Priest,Handmaid,Handmaid,Countess
Baron	5	5	
Prince.opp	10	10	Guard,King,Handmaid,Priest
Baron	4	4	Baron,Handmaid
Guard	11	11	
Guard	4	4	
Baron	9	9	
Baron	9	9	
Baron	2	2	
Baron	6	6	
Guard	2	2	
Baron	5	5	Baron,Countess
Baron.opp	8	8	
Guard	11	11	
Baron.opp	9	9	Guard,Prince,King,Prince
Baron.opp	2	2	
Prince.opp	10	10	Handmaid,Guard,Handmaid,Guard
Guard	11	11	Guard,Handmaid,Priest,Handmaid,Countess
Baron	3	3	
Baron.opp	6	6	King,Priest
Baron	4	4	Baron,Handmaid
Guard	9	9	Guard,Priest,Prince,Guard,Handmaid
Baron	2	2	Baron
Baron.opp	2	2	
Guard	3	3	Guard
Prince.opp	5	5	Handmaid,Handmaid
Baron.opp	4	4	
Baron.opp	6	6	King,Handmaid
Baron	4	4	Baron,Handmaid
Guard	6	6	Guard,Priest,Handmaid
Baron	2	2	Baron
