WinningCards	DiscardedCards:0	DiscardedCards:1	ActionsPlayedWin:0
Baron	2	2	Baron
Baron	8	8	
Princess.end	10	10	
Baron	2	2	
Prince.opp	11	11	
Guard	8	8	Guard,Priest,Prince
Baron	4	4	Baron,Guard
Baron	4	4	Baron,Guard
Baron.opp	2	2	
Baron	4	4	
Baron	11	11	
Baron	8	8	Baron,King,Priest,Guard
Guard	4	4	Guard,Guard
Baron	3	3	
Princess.end	10	10	
Princess.opp	10	10	
Guard	9	9	
Baron	6	6	
Baron	2	2	
Guard	4	4	Guard,Priest
Baron.opp	4	4	
Baron	8	8	Baron,King,Priest,Guard
Princess.end	10	10	Guard,Handmaid,King,Guard,Baron,Guard
Baron.opp	5	5	
Prince.opp	10	10	
Baron	11	11	
Guard	7	7	
Princess.end	10	10	Guard,Guard,Prince,Countess,Baron,Handmaid
Guard	5	5	Guard,Prince
Baron.opp	4	4	
Baron	11	11	Baron,Prince,Handmaid,King,Guard
Guard	6	6	Guard,Guard,Guard
Baron	3	3	
Guard	3	3	Guard
Guard	7	7	Guard,Prince,Countess
Princess.opp	10	10	Princess,Guard,Priest,Handmaid,Prince,Guard
Baron	4	4	Baron,Priest
Baron	2	2	Baron
Princess.end	10	10	
Baron	7	7	
Baron	2	2	
Baron	11	11	Baron,Baron,Guard,Priest,Guard
Baron	11	11	
Princess.opp	10	10	
Princess.end	10	10	Guard,Baron,Priest,Priest
Guard	3	3	
Prince.opp	11	11	
Baron.opp	4	4	
Baron	11	11	Baron,Prince,King,Priest,Guard
Baron.opp	4	4	
Baron	2	2	
Guard	3	3	Guard
Baron	11	11	Baron,Priest,Guard,Prince,Countess
Guard	6	6	
Baron	6	6	Baron,Priest,Priest
Princess.opp	10	10	Princess,Countess,Priest,Priest,King
Prince.opp	10	10	Baron,Priest,Prince,Guard,Handmaid
Guard	8	8	Guard,Prince,Prince
Baron	8	8	
Guard	7	7	
Baron	2	2	
Guard	5	5	Guard,Priest
Prince.opp	10	10	King,Prince,Guard,Priest,Countess
Guard	8	8	
Prince.opp	11	11	
Princess.opp	10	10	
Guard	5	5	Guard,Guard
Guard	4	4	
Princess.end	10	10	Handmaid,Priest,Guard,Baron,Guard,Guard
Baron	6	6	
Princess.opp	10	10	
Princess.opp	10	10	Princess,King,Guard,Priest,Prince
Guard	2	2	Guard
Guard	8	8	
Baron.opp	10	10	
Guard	3	3	Guard
Baron	7	7	
Baron	7	7	Baron,Handmaid,Guard
Guard	3	3	
Baron	11	11	Baron,Priest,Guard,Guard,Guard
Baron	6	6	
Baron.opp	2	2	
Guard	8	8	Guard,Priest,Guard
Prince.opp	10	10	King,Prince,Guard,Priest,Countess
Princess.opp	10	10	Princess,King,Priest,Guard,Guard,Prince
Baron	6	6	
Baron	11	11	Baron,Guard,Priest,Prince,Guard
Princess.end	10	10	
Guard	5	5	
Princess.end	10	10	
Guard	10	10	Guard,Guard,Handmaid,Baron,Prince
Baron	11	11	
Guard	2	2	
Guard	2	2	Guard
Princess.opp	10	10	
Guard	10	10	Guard,Guard,King,Guard
Baron	6	6	
Guard	8	8	Guard,Guard,Prince
Guard	2	2	Guard
Guard	9	9	
Guard	4	4	
Baron.opp	3	3	
Baron.opp	6	6	Guard,Guard
Baron.opp	2	2	
Baron	11	11	Baron,Handmaid,Priest,Countess,Guard
Princess.opp	10	10	Princess,Baron,Prince,Handmaid,Guard,Guard
Guard	5	5	
Baron	9	9	
Baron	6	6	Baron,Priest,Priest
Princess.opp	10	10	Princess,Countess,Handmaid,Priest,King,Guard
Guard	3	3	
Guard	6	6	
Princess.end	10	10	
Guard	10	10	Guard,Guard,Handmaid,Baron,Prince
Baron	6	6	Baron,Priest,Guard
Baron	4	4	Baron,Guard
Guard	10	10	
Baron	5	5	Baron,Guard
Guard	5	5	
Guard	10	10	
Princess.end	10	10	
Baron	6	6	Baron,Priest,Prince
Princess.opp	10	10	Princess,Guard,Guard,Handmaid,Guard
Baron	7	7	Baron,Handmaid,Prince
Princess.end	10	10	Priest,King,Guard,Guard,Baron,Priest
Guard	3	3	
Guard	3	3	Guard
Guard	2	2	Guard
Guard	10	10	
Baron	5	5	Baron,Guard
Guard	8	8	
Baron	11	11	Baron,Guard,Priest,Prince,Priest
Princess.end	10	10	
Guard	7	7	Guard,Priest,Priest,Prince
Princess.end	10	10	Guard,Handmaid,King,Baron,Priest
Princess.opp	10	10	Princess,King,Handmaid,Prince,Countess
Guard	3	3	
Baron	3	3	Baron
Baron	11	11	
Baron	11	11	
Prince.opp	10	10	
Guard	2	2	
Baron	6	6	Baron,Handmaid,Guard
Princess.end	10	10	
Baron	11	11	Baron,Guard,Handmaid,Priest,Prince
Baron	2	2	Baron
Baron.opp	3	3	Countess
Baron	4	4	Baron,Guard
Guard	2	2	Guard
Baron	11	11	
Baron.opp	8	8	Baron,Handmaid,Guard
Guard	9	9	Guard,Prince,Guard,Guard,Handmaid
Baron	11	11	
Baron	5	5	Baron,Guard
Princess.end	10	10	Guard,Prince,Handmaid,Handmaid,Countess
Baron.opp	6	6	
Baron	4	4	Baron,Baron
Princess.end	10	10	Countess,Handmaid,Priest,King,Guard
Baron.opp	8	8	
Guard	9	9	
Baron	7	7	
Baron	11	11	
Princess.end	10	10	Handmaid,Guard,Guard,Guard
Baron	2	2	Baron
Baron	11	11	
Guard	3	3	Guard
Guard	10	10	
Guard	3	3	Guard
Baron	11	11	Baron,Guard,Guard,Guard,Baron,Guard
Guard	10	10	
Baron.opp	4	4	Guard
Guard	6	6	Guard,Priest,Priest
Guard	4	4	
Guard	4	4	
Guard	8	8	
Guard	9	9	
Baron	2	2	Baron
Baron.opp	3	3	Countess
Guard	3	3	
Guard	2	2	
Baron.opp	9	9	Guard,Prince,Guard
Guard	2	2	Guard
Guard	7	7	
Guard	5	5	Guard,Priest
Princess.end	10	10	
Guard	4	4	Guard,Guard
Baron	3	3	
Prince.opp	11	11	Handmaid,Baron,Priest,Guard,Baron
Baron.opp	3	3	Countess
Baron.opp	6	6	
Baron.opp	4	4	
Guard	10	10	
Baron.opp	4	4	Guard
Prince.opp	10	10	King,Prince,Handmaid,Priest,Priest,Guard
Princess.end	10	10	Handmaid,Priest,Guard,Guard,King
Baron	11	11	Baron,Handmaid,Prince,Guard,Handmaid
Guard	3	3	
Baron.opp	2	2	
Baron	3	3	
Baron	3	3	Baron
Guard	3	3	
Baron.opp	4	4	
Guard	10	10	Guard,Prince,Guard,Guard
Baron	6	6	Baron,Guard,Guard
Prince.opp	10	10	King,Prince,Handmaid,Priest,Priest,Guard
Guard	8	8	
Baron	10	10	
Princess.end	10	10	Guard,Guard,Guard,Guard
Baron	2	2	Baron
Baron	3	3	
Baron	3	3	Baron
Guard	10	10	
Guard	4	4	Guard,Guard
Baron	4	4	Baron,Guard
Baron	9	9	Baron,Priest,King,Guard
Baron.opp	5	5	Guard,Guard
Guard	9	9	Guard,King,Priest,Priest,Guard
Guard	8	8	
Guard	9	9	
Princess.opp	10	10	Princess,Priest,Guard,Prince
Baron	2	2	Baron
Baron	3	3	
Baron	3	3	Baron
Guard	10	10	
Baron.opp	4	4	Guard
Guard	9	9	
Guard	6	6	
Princess.end	10	10	
Guard	4	4	
Princess.end	10	10	Guard,Priest,Prince,Guard,Baron,King
Guard	6	6	Guard,Guard,Handmaid
Baron	6	6	Baron,Handmaid,Guard
Guard	9	9	
Princess.end	10	10	
Baron	8	8	Baron,Handmaid,Guard,Guard
Princess.opp	10	10	Princess,Handmaid,Priest,Priest,Guard
Guard	6	6	Guard,Priest,King
Baron	10	10	
Princess.end	10	10	
Baron.opp	2	2	
Guard	2	2	Guard
Baron	6	6	Baron,Handmaid,Guard
Princess.end	10	10	Guard,Baron,Baron,Priest,Guard,Guard
Prince.opp	10	10	
Guard	5	5	Guard,Guard
Guard	10	10	Guard,Handmaid,Prince,Guard,Handmaid
Princess.opp	10	10	
Princess.opp	10	10	Princess,King,Prince,Guard,Prince
Guard	2	2	Guard
Baron	6	6	Baron,Handmaid,Guard
Baron.opp	6	6	
Baron	8	8	Baron,Priest,Guard
Baron.opp	6	6	King,Prince,Handmaid
Baron	7	7	
Guard	3	3	Guard
Princess.end	10	10	
Guard	10	10	
Baron	3	3	Baron
Princess.end	10	10	Priest,King,Handmaid,Countess,Guard
Guard	9	9	Guard,Baron,Guard,Priest,Priest
Guard	2	2	Guard
Baron	9	9	
Baron	2	2	
Baron.opp	2	2	
Baron	11	11	Baron,Handmaid,Handmaid,Guard,Guard
Baron	11	11	
Guard	7	7	
Baron.opp	2	2	
Baron	3	3	
Baron	3	3	Baron
Baron.opp	9	9	
Princess.end	10	10	
Baron.opp	6	6	
Guard	3	3	Guard
Guard	3	3	
Guard	4	4	Guard,Guard
Baron	2	2	Baron
Baron	3	3	
Baron	3	3	Baron
Baron.opp	6	6	
Baron	8	8	Baron,Priest,Guard
Guard	8	8	
Baron	2	2	
Baron	5	5	Baron,Guard
Guard	2	2	Guard
Baron	7	7	Baron,Priest,Prince,Priest
Baron	2	2	Baron
Baron	3	3	
Baron	3	3	Baron
Guard	9	9	Guard,Baron,Priest,Guard,Guard
Guard	2	2	Guard
Baron.opp	6	6	Countess,Handmaid
Baron.opp	2	2	
Guard	8	8	Guard,Baron,Prince,Guard
Guard	2	2	Guard
Guard	2	2	Guard
Baron	6	6	Baron,Handmaid,Guard
Guard	9	9	Guard,Handmaid,Guard,Priest,Guard
Guard	3	3	
Baron.opp	6	6	
Baron	2	2	
Baron	5	5	Baron,Guard
Prince.opp	10	10	Baron,Prince,Guard,Handmaid,Handmaid,Guard
Princess.opp	10	10	Princess,King,Handmaid,Priest,Prince
Baron	3	3	
Baron	11	11	Baron,Priest,Handmaid,Prince
Baron	6	6	Baron,Countess,Guard
Princess.end	10	10	Guard,Guard,Handmaid,Priest,Guard
Baron	8	8	
Baron	9	9	Baron,Baron,Prince,Handmaid,Prince
Baron.opp	2	2	
Guard	3	3	Guard
Princess.opp	10	10	Princess,Baron,Guard,Handmaid,Handmaid,Guard
Baron	7	7	Baron,Priest,Prince,Priest
Baron.opp	5	5	
Princess.end	10	10	Guard,King,Guard,Priest,Handmaid,Prince
Baron.opp	8	8	Guard,Priest,Priest
Guard	7	7	Guard,Guard,Handmaid
Prince.opp	10	10	Baron,Guard,Countess,Handmaid,King
Baron.opp	2	2	
Guard	2	2	
Prince.opp	10	10	Prince,Priest,Guard,Guard,Guard
Baron.opp	6	6	
Baron.opp	3	3	
Guard	2	2	
Baron	5	5	Baron,Handmaid
Baron.opp	5	5	
Princess.opp	10	10	
Princess.end	10	10	Guard,Handmaid,Guard,Countess,Handmaid,Guard
Prince.opp	10	10	Baron,Guard,Baron,Prince,Handmaid,King
Baron.opp	2	2	
Baron.opp	4	4	Guard
Baron	8	8	Baron,Handmaid,Guard,Guard
Baron	7	7	Baron,Priest,Prince
Guard	2	2	Guard
Guard	2	2	Guard
Baron.opp	6	6	Countess,Handmaid,King
Baron	8	8	Baron,Guard,Handmaid,Handmaid
Baron.opp	4	4	
Baron	8	8	
Baron	5	5	
Baron.opp	3	3	
Guard	2	2	
Baron	5	5	Baron,Handmaid
Baron	5	5	
Prince.opp	10	10	
Baron.opp	2	2	
Guard	2	2	
Guard	11	11	
Baron	7	7	
Guard	9	9	Guard,Guard,Priest,Baron,Prince
Princess.end	10	10	
Guard	2	2	
Baron	5	5	Baron,Handmaid
Guard	3	3	
Baron.opp	2	2	
Prince.opp	11	11	
Baron	5	5	
Baron.opp	3	3	
Guard	2	2	
Baron.opp	9	9	
Princess.opp	10	10	
Guard	2	2	Guard
Princess.end	10	10	
Guard	2	2	
Guard	2	2	
Guard	2	2	
Princess.end	10	10	
Princess.opp	10	10	Princess,Priest,Prince,Guard,Countess
Baron	5	5	
Baron.opp	7	7	
Baron	5	5	Baron,Prince
Baron.opp	5	5	Priest,Guard
Baron.opp	3	3	Guard
Baron.opp	9	9	Guard,Priest,Handmaid,Guard
Princess.end	10	10	
Prince.opp	10	10	
Baron	5	5	Baron,Guard
Baron	11	11	Baron,Guard,Guard,Prince,Guard,Handmaid
Baron.opp	2	2	
Baron	6	6	
Princess.end	10	10	
Baron	5	5	Baron,King
Guard	2	2	Guard
Guard	2	2	Guard
Princess.end	10	10	
Baron	5	5	Baron,Handmaid
Guard	10	10	Guard,Handmaid,Prince,Countess
Guard	7	7	Guard,Handmaid,Guard
Guard	4	4	
Baron	4	4	
Guard	3	3	Guard
Guard	8	8	Guard,Guard,King,Handmaid
Baron.opp	3	3	Guard
Guard	4	4	Guard,Guard
Princess.end	10	10	Priest,Guard,Guard,Handmaid,Handmaid
Princess.end	10	10	
Princess.end	10	10	
Baron	7	7	
Baron	4	4	
Baron.opp	6	6	Guard,Guard
Princess.end	10	10	Handmaid,Priest,Priest,Guard,Handmaid,Prince
Baron.opp	7	7	
Guard	5	5	
Baron	4	4	
Baron.opp	9	9	Priest,Handmaid,Guard,Guard
Baron.opp	5	5	
Guard	7	7	
Prince.opp	10	10	
Baron.opp	7	7	Guard,Priest
Baron.opp	2	2	
Prince.opp	10	10	
Guard	8	8	Guard,Guard,Prince,Guard
Baron.opp	7	7	
Guard	8	8	Guard,Priest,Handmaid,Prince
Baron	3	3	
Princess.opp	10	10	Princess,Countess,Guard,Handmaid,Handmaid
Guard	5	5	
Guard	11	11	
Baron.opp	5	5	
Baron	4	4	
Prince.opp	10	10	Baron,Prince,Handmaid,Guard,Prince,Guard
Guard	5	5	Guard,Handmaid,Prince
Baron.opp	5	5	
Guard	8	8	Guard,Prince,Handmaid
Baron	3	3	
Guard	9	9	
Princess.end	10	10	
Guard	10	10	Guard,Priest,Guard,Prince,Baron
Baron	5	5	Baron,Prince
Baron.opp	2	2	
Baron	10	10	Baron,Handmaid,Guard,Prince,Guard
Prince.opp	10	10	
Baron	5	5	Baron,Handmaid
Baron.opp	4	4	
Baron	4	4	
Baron.opp	5	5	
Baron	7	7	
Guard	9	9	Guard,Guard,Handmaid,Priest,Guard
Baron.opp	5	5	Guard,Handmaid
Baron.opp	2	2	
Prince.opp	10	10	
Prince.opp	10	10	Priest,Prince,Prince,Guard,Guard
Baron	10	10	
Guard	5	5	Guard,Handmaid
Baron.opp	6	6	Guard,Priest,Guard
Princess.end	10	10	Guard,Baron,Priest,Guard,Priest,Guard
Baron.opp	7	7	
Baron.opp	2	2	
Guard	4	4	
Baron	4	4	
Baron	8	8	Baron,Guard,Prince,Guard
Prince.opp	10	10	
Baron	5	5	Baron,King
Baron	9	9	Baron,Guard,Handmaid,Handmaid
Guard	2	2	Guard
Baron.opp	2	2	
Baron.opp	7	7	Handmaid,Prince,Priest
Baron	4	4	Baron,Priest
Guard	6	6	Guard,Priest,Guard
Baron.opp	2	2	
Prince.opp	10	10	Handmaid,Prince,Priest,Prince,Guard,Guard
Prince.opp	10	10	
Baron.opp	5	5	Countess,Handmaid
Guard	5	5	Guard,Handmaid
Baron	3	3	
Guard	3	3	Guard
Princess.opp	10	10	Princess,Baron,Baron,Handmaid,Guard,Prince
Baron	2	2	Baron
Baron.opp	3	3	Guard
Guard	2	2	Guard
Guard	8	8	
Baron	5	5	Baron,Handmaid
Baron.opp	6	6	Guard,Handmaid
Baron	3	3	
Baron	5	5	Baron,Guard
Guard	2	2	Guard
Baron	2	2	Baron
Baron.opp	3	3	Guard
Princess.end	10	10	Handmaid,Guard,Guard,Guard,Handmaid,Prince
Baron.opp	5	5	Countess,Guard
Guard	5	5	Guard,Handmaid
Baron	3	3	
Baron.opp	5	5	
Baron.opp	9	9	Guard,Handmaid,Priest,Guard
Baron	2	2	Baron
Baron.opp	3	3	Guard
Baron	2	2	Baron
Baron.opp	7	7	
Guard	5	5	
Guard	9	9	
Guard	3	3	Guard
Baron.opp	9	9	
Baron	4	4	
Guard	5	5	Guard,Guard
Baron	2	2	Baron
Guard	9	9	Guard,Priest,Guard,Prince
Guard	2	2	Guard
Baron	6	6	Baron,Guard,Guard
Baron	2	2	Baron
Baron.opp	4	4	
Baron	4	4	
Guard	3	3	Guard
Baron.opp	7	7	
Baron	6	6	
Guard	7	7	Guard,Priest,Guard
Baron	2	2	Baron
Guard	6	6	
Guard	10	10	Guard,Baron,King,Guard,Handmaid
Guard	7	7	
Guard	2	2	
Guard	5	5	Guard,Guard,Priest
Baron.opp	2	2	
Baron.opp	7	7	
Guard	3	3	Guard
Baron	3	3	
Baron	10	10	Baron,Guard,Priest,Baron,Handmaid
Guard	8	8	
Baron	4	4	
Baron	6	6	
Baron	6	6	
Baron	9	9	Baron,Guard,Priest,Guard
Baron.opp	7	7	
Baron	4	4	
Guard	3	3	Guard
Baron	2	2	Baron
Princess.opp	10	10	
Baron	4	4	
Baron	8	8	
Guard	10	10	
Baron.opp	2	2	
Baron	3	3	
Baron.opp	9	9	
Baron	4	4	
Guard	7	7	Guard,Guard,Guard
Baron	2	2	Baron
Baron	11	11	
Baron	4	4	
Baron	6	6	
Baron.opp	2	2	
Prince.opp	10	10	
Baron.opp	3	3	
Baron	2	2	Baron
Baron.opp	3	3	Guard
Baron	2	2	Baron
Princess.opp	10	10	
Baron	2	2	
Baron	6	6	
Baron	6	6	
Baron	4	4	
Baron.opp	3	3	
Baron	9	9	
Baron.opp	4	4	
Baron	10	10	Baron,Guard,Priest,Handmaid,Baron
Guard	4	4	
Baron	2	2	
Baron	6	6	
Guard	2	2	
Baron	4	4	
Baron.opp	3	3	
Baron	2	2	Baron
Guard	3	3	
Baron	2	2	
Baron	6	6	
Guard	2	2	
Baron.opp	4	4	Priest
Baron	3	3	
Baron	8	8	Baron,Priest,Handmaid,Princess
Baron.opp	8	8	
Guard	2	2	
Baron	11	11	
Baron	2	2	
Baron	6	6	
Guard	10	10	
Baron.opp	2	2	
Baron	3	3	
Guard	2	2	
Baron	8	8	
Baron	3	3	
Baron	7	7	Baron,Guard,Guard
Guard	5	5	
Baron.opp	2	2	
Baron	3	3	
Baron.opp	8	8	Guard,Princess,Handmaid
Guard	7	7	
Baron	7	7	
Baron.opp	2	2	
Guard	9	9	
Baron	10	10	Baron,Guard,Guard,Priest,Guard
Prince.opp	11	11	Prince,Handmaid,Guard,Guard,Guard,Guard
Baron	5	5	Baron,Prince
Baron	8	8	Baron,Guard,King,Guard
Baron	2	2	Baron
Baron	4	4	Baron,Handmaid
Baron	3	3	
Prince.opp	6	6	
Baron.opp	8	8	Guard,Guard,Guard
Guard	5	5	
Prince.opp	11	11	Prince,Handmaid,Guard,Baron,King
Guard	4	4	Guard,Priest
Baron	10	10	
Guard	4	4	
Guard	10	10	Guard,Handmaid,Baron,Prince,Guard
Baron	2	2	Baron
Prince.opp	11	11	
Baron.opp	3	3	
Prince.opp	11	11	
Baron	8	8	
Guard	4	4	
Baron.opp	8	8	Guard,Guard,Guard
Prince.end	10	10	
Baron	10	10	Baron,King,Priest,Guard,Guard
Guard	9	9	
Baron.opp	3	3	Princess
Baron	3	3	
Baron	8	8	Baron,Princess,Handmaid
Baron.opp	8	8	
Baron	5	5	Baron,Handmaid
Guard	2	2	Guard
Countess.end	10	10	
Guard	4	4	Guard,Guard
Guard	4	4	Guard,Guard
Baron	8	8	
Guard	8	8	Guard,Countess,Princess,Priest
Guard	2	2	Guard
Guard	9	9	Guard,Handmaid,Priest,Handmaid,Prince
Baron	8	8	Baron,Princess,Priest,Guard
Prince.opp	11	11	Prince,Priest,Handmaid,Priest,Handmaid
Baron	9	9	
Countess.end	10	10	King,Handmaid,Handmaid,Guard,Priest
Prince.opp	5	5	
Guard	7	7	
Guard	11	11	Guard,Baron,Priest,Baron,Guard
Guard	4	4	Guard,Priest
Baron	8	8	
Prince.opp	11	11	Baron,Prince,Guard,Guard,Guard,Countess
Baron	8	8	
Guard	5	5	Guard,Guard
Princess.opp	10	10	
Guard	6	6	Guard,Guard,Guard
Guard	4	4	Guard,Guard
Guard	3	3	
Guard	4	4	
Baron.opp	2	2	
Baron	3	3	
Prince.opp	11	11	
Baron	8	8	Baron,Princess,Priest,Guard
Baron.opp	6	6	
Guard	5	5	Guard,Guard
Guard	5	5	
Prince.opp	2	2	
Prince.opp	11	11	Prince,Handmaid,Guard,Guard,Guard
Baron	6	6	
Guard	4	4	
Baron.opp	2	2	
Baron	3	3	
Prince.opp	11	11	Handmaid,Priest,Guard,Guard
Baron.opp	8	8	Guard,Handmaid,Prince,Priest
Baron	8	8	Baron,Handmaid,Priest,Handmaid
Baron	8	8	Baron,Handmaid,Guard,Guard
Guard	6	6	Guard,Priest,Guard
Prince.opp	5	5	
Princess.opp	10	10	
Prince.opp	11	11	
Princess.opp	10	10	
Baron.opp	2	2	
Baron	3	3	
Countess.end	10	10	
Baron.opp	2	2	
Guard	10	10	
Baron	8	8	Baron,Handmaid,Guard,Guard
Guard	4	4	Guard,Priest
Guard	5	5	
Baron	10	10	Baron,King,Guard,Prince
Baron	5	5	Baron,Prince
King.end	10	10	
Baron	3	3	Baron
Baron	3	3	
Guard	5	5	Guard,Guard
Baron	4	4	
Baron	6	6	
Baron	10	10	Baron,Priest,Guard,Guard
Prince.end	10	10	
Guard	3	3	Guard
Guard	4	4	Guard,Guard
Guard	7	7	Guard,Princess,Prince
Prince.end	10	10	Handmaid,Guard,Priest,Prince,Guard,Baron
Baron.opp	3	3	Priest
Baron	3	3	
Guard	3	3	Guard
Princess.end	10	10	
Prince.opp	10	10	King,Countess,Priest,Handmaid,Guard
Guard	4	4	Guard,Guard
Guard	2	2	Guard
Baron	8	8	
Prince.opp	11	11	
Baron	3	3	Baron
Baron	3	3	
Prince.opp	11	11	
Baron.opp	2	2	
Baron.opp	10	10	Countess,Baron,Prince,Guard,Guard
Baron	6	6	Baron,Countess,Priest
Baron.opp	3	3	Guard
Princess.opp	10	10	Princess,Handmaid,King,Guard,Guard,Guard
Baron	8	8	
Prince.opp	11	11	
Baron.opp	2	2	
Baron	3	3	
Baron	9	9	Baron,Handmaid,Guard,Guard
Guard	9	9	Guard,King,Priest,Prince
Guard	3	3	
Prince.opp	10	10	Guard,Priest,Guard,Guard,Baron
Princess.opp	10	10	
Princess.end	10	10	
Baron	3	3	Baron
Baron.opp	6	6	Prince,Guard
Baron	8	8	
Guard	4	4	
Baron	3	3	Baron
Baron	3	3	
Guard	3	3	Guard
Guard	8	8	
Guard	8	8	Guard,Handmaid,Priest,Guard
Baron	4	4	Baron,Priest
Baron.opp	3	3	Guard
Guard	2	2	Guard
Baron.opp	4	4	
Baron.opp	6	6	Priest,Countess
Baron.opp	4	4	
Baron	3	3	Baron
Baron	3	3	
Prince.opp	11	11	
Baron.opp	2	2	
Guard	4	4	Guard,Baron
Baron	4	4	Baron,Priest
Baron	7	7	Baron,Countess,Guard
Baron	10	10	
Baron	3	3	Baron
Baron.opp	4	4	Guard,Prince
Baron.opp	3	3	Priest
Baron	3	3	
Guard	3	3	Guard
Baron	4	4	
Baron	10	10	Baron,Priest,Handmaid,Guard
Baron.opp	2	2	
Guard	3	3	Guard
Guard	10	10	
Guard	5	5	Guard,Countess
Baron.opp	6	6	Prince,Guard
Baron	6	6	Baron,Guard,Priest
Baron	3	3	
Baron.opp	8	8	
Baron.opp	2	2	
Guard	6	6	Guard,Guard,Baron
Guard	3	3	
Baron	5	5	Baron,Guard
Baron.opp	7	7	
Guard	2	2	
Baron.opp	6	6	
Baron.opp	6	6	Guard,Guard
Guard	5	5	
Baron	9	9	
Baron	7	7	
Guard	8	8	Guard,Handmaid,Guard
Baron.opp	2	2	
Baron	5	5	Baron,Guard
Guard	8	8	
Baron	3	3	Baron
Guard	2	2	Guard
Baron.opp	6	6	
Guard	5	5	Guard,Countess
King.end	10	10	
Baron	5	5	Baron,Handmaid
Prince.opp	11	11	Prince,Handmaid,Handmaid,Prince,Guard
Princess.opp	10	10	Princess,Handmaid,King,Priest,Prince
Prince.opp	10	10	
Prince.opp	10	10	Priest,Guard,Guard,Baron,Guard
Baron	3	3	
Guard	2	2	
Baron	3	3	Baron
Baron.opp	4	4	Guard,Prince
Prince.opp	11	11	
Baron.opp	4	4	Countess
King.end	10	10	
Baron	5	5	Baron,Handmaid
Baron	6	6	
Guard	6	6	
Guard	8	8	
Guard	3	3	Guard
Baron.opp	3	3	Guard
Princess.opp	10	10	Princess,Baron,Guard,Guard,Guard
Baron	6	6	Baron,Priest,Guard
Baron.opp	4	4	
Prince.opp	11	11	Prince,Priest,Countess,Handmaid,Guard
Guard	5	5	
Prince.opp	11	11	Handmaid,Priest,Guard,Guard
Baron.opp	6	6	
Guard	2	2	
Guard	6	6	
Baron	2	2	
Baron	4	4	Baron,Priest
Guard	2	2	Guard
Baron.opp	4	4	
Guard	6	6	
Baron	4	4	Baron,Guard
Baron	6	6	Baron,Guard,Priest
Guard	5	5	
Prince.opp	11	11	
Baron	5	5	Baron,Handmaid
Baron	6	6	
Guard	4	4	
Baron	2	2	
Guard	6	6	
Guard	10	10	Guard,Guard,Guard,Baron,Priest
Baron	6	6	Baron,Priest,Guard
Baron.opp	4	4	
Guard	6	6	
Baron.opp	4	4	Countess
Baron	4	4	Baron,Guard
Baron	6	6	Baron,Priest,Guard
Prince.opp	11	11	King,Prince,Baron,Prince,Handmaid,Guard
Guard	10	10	Guard,Handmaid,Guard,Countess,Guard
Guard	10	10	
Baron	3	3	Baron
Baron.opp	4	4	
Baron.opp	6	6	Guard,Priest
Baron	7	7	
Prince.opp	11	11	
Baron	3	3	Baron
Baron.opp	9	9	
Guard	11	11	
Baron	2	2	
Guard	5	5	
Baron.opp	4	4	
Guard	4	4	
Baron.opp	4	4	Countess
Prince.opp	11	11	
Baron	5	5	Baron,Handmaid
Guard	8	8	
Guard	6	6	
Baron	2	2	
Baron.opp	4	4	Guard,Prince
Guard	3	3	
Baron	10	10	
Baron	4	4	
Baron	3	3	Baron
Countess.end	10	10	
Prince.end	10	10	
Baron	2	2	
Guard	7	7	Guard,Priest,Guard
Baron.opp	3	3	Guard
King.end	10	10	
Guard	4	4	Guard,Priest
Guard	6	6	Guard,Countess,Priest
Prince.opp	11	11	
Baron	5	5	Baron,Handmaid
Baron	9	9	Baron,King,Handmaid,Guard
Prince.opp	11	11	Prince,Priest,Handmaid,Guard,Prince,Countess
Baron.opp	2	2	
Prince.opp	11	11	
Baron	7	7	Baron,Guard,Handmaid
Baron.opp	9	9	
Guard	8	8	
Baron	4	4	
Princess.end	10	10	
Prince.end	10	10	
Baron	4	4	
Baron	3	3	Baron
Baron.opp	9	9	
Prince.end	10	10	Priest,Guard,Handmaid,Countess,Princess
Baron.opp	2	2	
Guard	6	6	Guard,Guard,Guard
Guard	4	4	Guard,Handmaid
Prince.end	10	10	King,Priest,Prince,Priest,Guard,Princess
Baron.opp	6	6	Countess,Handmaid,Prince
King.end	10	10	Guard,Guard,Prince,Priest,Baron,Handmaid
Baron	4	4	Baron,Guard
Baron.opp	2	2	
Baron	3	3	Baron
Prince.opp	4	4	Prince,Countess
Baron.opp	10	10	
Prince.opp	11	11	
Prince.end	10	10	
Guard	6	6	
Baron	7	7	
Baron	4	4	
Baron	6	6	Baron,Priest,Guard
Baron	9	9	Baron,Handmaid,Handmaid,Prince,Guard
Prince.end	10	10	Guard,Handmaid,Prince,Guard,Countess,Guard
Baron.opp	2	2	
Prince.opp	2	2	
Guard	2	2	Guard
Baron	9	9	Baron,Princess,Countess,Prince
Baron	7	7	Baron,Countess,Handmaid,Prince
Baron.opp	3	3	Guard
Prince.opp	10	10	Guard,Prince,Handmaid,Guard,Countess,Guard
Baron.opp	2	2	
Guard	3	3	Guard
Baron	7	7	
Baron	11	11	
Baron.opp	6	6	
Baron	6	6	
Princess.opp	10	10	Princess,Handmaid,Guard,Guard,Guard
Baron.opp	6	6	Guard,Baron,Prince
Baron.opp	6	6	Priest,Guard
Baron	10	10	
Prince.end	10	10	King,Guard,Princess,Handmaid,Countess
