GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,RoundCounter(RoundCounter),Kills(Barghest Minion 1),Kills(Hero 1),Kills(Barghest Minion 3),Kills(Barghest Minion 2),Kills(Hero 3),Kills(Hero 2),Kills(Hero 4),Kills(Goblin Minion 3),Kills(Goblin Minion 4),Kills(Goblin Minion 1),Kills(Goblin Minion 2),Kills(Goblin Master),Kills(Barghest Master),Positions(Barghest Minion 1),Positions(Hero 1),Positions(Barghest Minion 3),Positions(Barghest Minion 2),Positions(Hero 3),Positions(Hero 2),Positions(Hero 4),Positions(Goblin Minion 3),Positions(Goblin Minion 4),Positions(Goblin Minion 1),Positions(Goblin Minion 2),Positions(Goblin Master),Positions(Barghest Master),HealthPoints(Hero 1 HP),HealthPoints(Goblin Master HP),HealthPoints(Overlord Fatigue),HealthPoints(Goblin Minion 1 HP),HealthPoints(Goblin Minion 2 HP),HealthPoints(Hero 3 HP),HealthPoints(Hero 4 HP),HealthPoints(Goblin Minion 3 HP),HealthPoints(Goblin Minion 4 HP),HealthPoints(Hero 2 HP),HealthPoints(Barghest Minion 2 HP),HealthPoints(Barghest Minion 1 HP),HealthPoints(Barghest Minion 3 HP),HealthPoints(Barghest Master HP),GameScore(LeaderGap),GameScore(PlayerName-0),GameScore(Player-1),GameScore(Average),GameScore(Player-0),GameScore(Player-3),GameScore(Player-2),GameScore(PlayerName-1),GameScore(PlayerName-2),GameScore(PlayerName-3)
1229179484,Descent2e,3,ROUND_OVER,214,9,4,930,,,,,,,,,,,,,,,"(10,6)","(9,6)",,Dead,"(8,3)","(10,3)",,"(4,14)",,"(4,15)","(5,15)","(5,14)","(10,4)",2,4,7,2,2,10,,2,,8,Dead,6,,8,3.333333333333333,OSLA,-1.6666666666666665,-0.8333333333333333,1.6666666666666665,-1.6666666666666665,-1.6666666666666665,OSLA,OSLA,OSLA
-29014105,Descent2e,0,ROUND_OVER,98,9,4,931,,,,,,,,,,,Goblin Archer minion 1 (116513475) defeated by Grisban the Thirsty (116513454),,,,"(9,5)","(6,4)",,"(8,3)","(5,6)","(6,5)",,"(6,3)",,"(5,14)","(6,14)","(5,15)","(10,4)",10,4,1,2,2,14,,2,,8,6,6,,8,1.4285714285714286,OSLA,-0.7142857142857143,-0.35714285714285715,0.7142857142857143,-0.7142857142857143,-0.7142857142857143,OSLA,OSLA,OSLA
-29014105,Descent2e,1,ROUND_OVER,128,10,4,931,,,,,,,,,,,,,,,"(9,5)","(6,4)",,"(8,3)","(8,6)","(6,5)",,"(7,4)",,"(5,14)","(6,14)","(5,15)","(10,4)",9,4,3,2,2,14,,2,,8,6,6,,8,4.285714285714286,OSLA,-2.142857142857143,-1.0714285714285714,2.142857142857143,-2.142857142857143,-2.142857142857143,OSLA,OSLA,OSLA
-29014105,Descent2e,2,ROUND_OVER,181,10,4,931,,,,,,,,,,,,,,,"(9,5)","(7,3)",,"(8,3)","(8,6)","(10,7)",,"(8,13)",,"(5,14)","(6,14)","(5,15)","(10,4)",6,4,5,2,2,11,,1,,8,6,6,,8,7.142857142857143,OSLA,-3.5714285714285716,-1.7857142857142858,3.5714285714285716,-3.5714285714285716,-3.5714285714285716,OSLA,OSLA,OSLA
-29014105,Descent2e,3,ROUND_OVER,229,10,4,931,,,,,,,,,,,,,,,"(9,5)","(7,3)",,"(8,3)","(8,6)","(10,6)",,"(3,15)",,"(5,14)","(6,14)","(5,15)","(10,4)",4,4,7,2,2,9,,1,,8,5,4,,8,10.0,OSLA,-5.0,-2.5,5.0,-5.0,-5.0,OSLA,OSLA,OSLA
111846388,Descent2e,0,ROUND_OVER,133,10,4,932,,,,,,,,,,,,,,,"(9,3)","(9,6)",,"(10,6)","(11,5)","(9,7)",,"(4,12)",,"(4,16)","(4,14)","(5,12)","(11,6)",12,4,1,2,2,8,,2,,12,6,6,,8,1.4285714285714286,OSLA,-0.7142857142857143,-0.35714285714285715,0.7142857142857143,-0.7142857142857143,-0.7142857142857143,OSLA,OSLA,OSLA
111846388,Descent2e,1,ROUND_OVER,181,10,4,932,,,,,,,,,,,,,,,"(9,2)","(9,5)",,"(10,6)","(11,4)","(9,6)",,"(3,15)",,"(4,16)","(4,14)","(4,15)","(11,6)",12,4,3,2,2,8,,2,,12,6,6,,8,4.285714285714286,OSLA,-2.142857142857143,-1.0714285714285714,2.142857142857143,-2.142857142857143,-2.142857142857143,OSLA,OSLA,OSLA
111846388,Descent2e,2,ROUND_OVER,226,10,4,932,,,,,,,,,,,,,,,"(9,2)","(10,5)",,"(10,6)","(9,5)","(9,6)",,"(3,15)",,"(4,16)","(4,14)","(4,15)","(11,6)",11,4,5,2,2,8,,2,,12,4,6,,8,7.142857142857143,OSLA,-3.5714285714285716,-1.7857142857142858,3.5714285714285716,-3.5714285714285716,-3.5714285714285716,OSLA,OSLA,OSLA
111846388,Descent2e,3,ROUND_OVER,275,10,4,932,,,,,,,,,,,,,,,"(9,2)","(10,5)",,"(10,6)","(9,6)","(9,7)",,"(3,15)",,"(4,16)","(4,14)","(4,15)","(11,6)",9,4,7,2,2,8,,2,,12,4,6,,8,10.0,OSLA,-5.0,-2.5,5.0,-5.0,-5.0,OSLA,OSLA,OSLA
1199140407,Descent2e,0,ROUND_OVER,90,9,4,933,,,,,,,,,,,,Goblin Archer minion 2 (116773547) defeated by Grisban the Thirsty (116773489),,,"(9,5)","(4,6)",,"(7,2)","(5,3)","(5,5)",,"(6,6)",,"(4,12)","(4,8)","(3,17)","(6,4)",13,4,1,2,2,8,,2,,10,6,6,,8,1.4285714285714286,OSLA,-0.7142857142857143,-0.35714285714285715,0.7142857142857143,-0.7142857142857143,-0.7142857142857143,OSLA,OSLA,OSLA
1199140407,Descent2e,1,ROUND_OVER,141,10,4,933,,,,,,,,,,,,,,,"(9,5)","(5,4)",,"(7,2)","(5,3)","(5,5)",,"(4,9)",,"(4,15)","(4,16)","(3,17)","(6,4)",13,4,3,2,2,8,,2,,7,6,6,,8,4.285714285714286,OSLA,-2.142857142857143,-1.0714285714285714,2.142857142857143,-2.142857142857143,-2.142857142857143,OSLA,OSLA,OSLA
1199140407,Descent2e,2,ROUND_OVER,201,10,4,933,,,,,,,,,,,,,,,"(9,5)","(6,3)",,"(7,2)","(4,2)","(5,4)",,"(3,14)",,"(4,15)","(4,16)","(3,17)","(6,4)",13,4,5,2,2,8,,2,,7,6,6,,8,7.142857142857143,OSLA,-3.5714285714285716,-1.7857142857142858,3.5714285714285716,-3.5714285714285716,-3.5714285714285716,OSLA,OSLA,OSLA
1199140407,Descent2e,3,ROUND_OVER,250,9,4,933,,Barghest minion (116773587) defeated by Widow Tarha (116773502),,,Barghest minion 2 (116773587) defeated by Widow Tarha (116773502),,,,,,,,,,"(9,5)","(7,4)",,Dead,"(5,3)","(5,5)",,"(3,14)",,"(4,15)","(4,16)","(3,17)","(6,4)",13,4,7,2,2,8,,2,,7,Dead,6,,8,3.333333333333333,OSLA,-1.6666666666666665,-0.8333333333333333,1.6666666666666665,-1.6666666666666665,-1.6666666666666665,OSLA,OSLA,OSLA
-1529016244,Descent2e,0,ROUND_OVER,105,10,4,934,,,,,,,,,,,,,,,"(10,3)","(4,5)",,"(11,4)","(6,5)","(7,4)",,"(5,13)",,"(4,10)","(3,8)","(5,12)","(6,3)",13,1,0,2,2,8,,2,,8,6,6,,8,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA
-1529016244,Descent2e,1,ROUND_OVER,152,9,4,934,,,,,,,,,,,,,,Barghest master (116904476) defeated by Jain Fairwood (116904411),"(11,7)","(5,4)",,"(11,4)","(8,3)","(7,4)",,"(4,16)",,"(5,15)","(4,13)","(6,16)",Dead,13,1,1,2,2,8,,2,,6,6,3,,Dead,0.0,OSLA,2.619047619047619,1.3095238095238095,-2.619047619047619,2.619047619047619,2.619047619047619,OSLA,OSLA,OSLA
-1529016244,Descent2e,2,ROUND_OVER,191,9,4,934,,,,,,,,,,,,,,,"(10,7)","(10,4)",,"(11,4)","(10,3)","(10,5)",,"(4,16)",,"(5,15)","(6,14)","(6,16)",Dead,13,1,3,2,2,8,,2,,3,4,3,,Dead,0.0,OSLA,1.1904761904761907,0.5952380952380953,-1.1904761904761907,1.1904761904761907,1.1904761904761907,OSLA,OSLA,OSLA
-736037746,Descent2e,0,ROUND_OVER,108,10,4,935,,Barghest minion 1 (116904486) defeated by Leoric of the Book (116904425),,,Barghest minion 2 (116904496) defeated by Grisban the Thirsty (116904398),,,,,,,,,,"(6,3)","(5,4)",,"(9,4)","(7,4)","(9,7)",,"(3,12)",,"(3,11)","(4,8)","(5,12)","(9,3)",9,4,0,2,2,9,,2,,8,6,6,,8,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA
-736037746,Descent2e,1,ROUND_OVER,153,9,4,935,,Barghest minion 1 (117023888) defeated by Widow Tarha (117023827),,,,,,,,,,,,,"(9,4)","(5,4)",,Dead,"(7,4)","(9,6)",,"(4,16)",,"(4,14)","(4,13)","(5,14)","(9,3)",6,4,1,2,2,9,,2,,8,Dead,6,,8,0.0,OSLA,2.619047619047619,1.3095238095238095,-2.619047619047619,2.619047619047619,2.619047619047619,OSLA,OSLA,OSLA
-736037746,Descent2e,2,ROUND_OVER,202,9,4,935,,,,,,,,,,,,,,,"(9,4)","(8,3)",,Dead,"(7,4)","(10,6)",,"(4,16)",,"(4,14)","(6,16)","(5,14)","(9,3)",2,4,3,2,2,9,,2,,8,Dead,6,,5,0.0,OSLA,1.1904761904761907,0.5952380952380953,-1.1904761904761907,1.1904761904761907,1.1904761904761907,OSLA,OSLA,OSLA
-736037746,Descent2e,3,ROUND_OVER,240,8,4,935,,,Syndrael (117023800) defeated by Barghest minion 1 (117023898),,,,,,,,,,,Barghest master (117023878) defeated by Syndrael (117023800),"(9,4)","(8,3)",,Dead,"(9,3)","(10,4)",,"(4,16)",,"(4,14)","(6,16)","(5,14)",Dead,0,4,5,2,2,9,,2,,8,Dead,4,,Dead,0.0,OSLA,1.4285714285714288,0.7142857142857144,-1.4285714285714288,1.4285714285714288,1.4285714285714288,OSLA,OSLA,OSLA
-736037746,Descent2e,4,ROUND_OVER,273,8,4,935,,,,,,,,,,,,,,,"(9,4)","(8,3)",,Dead,"(10,3)","(7,4)",,"(4,16)",,"(4,14)","(6,16)","(5,14)",Dead,2,4,7,2,2,9,,2,,8,Dead,2,,Dead,0.0,OSLA,1.666666666666667,0.8333333333333335,-1.666666666666667,1.666666666666667,1.666666666666667,OSLA,OSLA,OSLA
2010847363,Descent2e,0,ROUND_OVER,93,9,4,936,,,,,,,,,,,,,Goblin Archer master (117169249) defeated by Jain Fairwood (117169210),,"(7,4)","(6,5)",,"(7,7)","(5,6)","(6,4)",,"(5,11)",,"(4,8)","(3,7)","(11,6)","(9,5)",6,4,0,2,2,9,,2,,12,6,6,,8,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA
2010847363,Descent2e,1,ROUND_OVER,179,10,4,936,,,,,,,,,,,,,,,"(7,4)","(6,2)",,"(8,3)","(6,6)","(6,5)",,"(4,14)",,"(3,17)","(3,15)","(6,14)","(9,5)",8,4,1,2,2,12,,2,,11,6,2,,8,1.4285714285714286,OSLA,-0.7142857142857143,-0.35714285714285715,0.7142857142857143,-0.7142857142857143,-0.7142857142857143,OSLA,OSLA,OSLA
2010847363,Descent2e,2,ROUND_OVER,228,10,4,936,,,,,,,,,,,,,,,"(7,4)","(9,3)",,"(8,3)","(7,2)","(6,4)",,"(4,14)",,"(3,17)","(3,15)","(6,14)","(9,5)",8,4,3,2,2,12,,2,,11,3,2,,8,4.285714285714286,OSLA,-2.142857142857143,-1.0714285714285714,2.142857142857143,-2.142857142857143,-2.142857142857143,OSLA,OSLA,OSLA
2010847363,Descent2e,3,ROUND_OVER,268,10,4,936,,,,,,,,,,,,,,,"(7,4)","(9,3)",,"(8,3)","(7,2)","(6,4)",,"(4,14)",,"(3,17)","(3,15)","(6,14)","(9,5)",6,4,5,2,2,12,,2,,12,2,2,,8,7.142857142857143,OSLA,-3.5714285714285716,-1.7857142857142858,3.5714285714285716,-3.5714285714285716,-3.5714285714285716,OSLA,OSLA,OSLA
2010847363,Descent2e,4,ROUND_OVER,309,9,4,936,,,,,Barghest minion 2 (117169309) defeated by Jain Fairwood (117169210),,,,,,,,,,"(7,4)","(9,3)",,Dead,"(7,3)","(6,4)",,"(4,14)",,"(3,17)","(3,15)","(6,14)","(9,5)",7,4,7,2,2,12,,2,,9,Dead,2,,8,3.333333333333333,OSLA,-1.6666666666666665,-0.8333333333333333,1.6666666666666665,-1.6666666666666665,-1.6666666666666665,OSLA,OSLA,OSLA
1486179527,Descent2e,0,ROUND_OVER,76,10,4,937,,,,,,,,,,,,,,,"(10,4)","(5,6)",,"(6,3)","(5,4)","(4,6)",,"(5,12)",,"(3,10)","(4,8)","(4,10)","(6,5)",9,4,0,2,2,3,,2,,12,6,6,,5,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA
1486179527,Descent2e,1,ROUND_OVER,120,9,4,937,,,,,,,,,,,,,,Barghest master (117333938) defeated by Tomble Burrowell (117333886),"(10,4)","(5,6)",,"(6,2)","(5,4)","(5,5)",,"(4,15)",,"(6,14)","(4,13)","(3,14)",Dead,12,4,1,2,2,8,,2,,12,2,6,,Dead,0.0,OSLA,2.619047619047619,1.3095238095238095,-2.619047619047619,2.619047619047619,2.619047619047619,OSLA,OSLA,OSLA
1486179527,Descent2e,2,ROUND_OVER,147,8,4,937,,,,,Barghest minion 2 (117333958) defeated by Grisban the Thirsty (117333859),,,,,,,,,,"(10,4)","(6,3)",,Dead,"(8,4)","(9,3)",,"(4,15)",,"(6,14)","(4,16)","(3,14)",Dead,12,4,3,2,2,8,,2,,8,Dead,6,,Dead,0.0,OSLA,4.523809523809524,2.261904761904762,-4.523809523809524,4.523809523809524,4.523809523809524,OSLA,OSLA,OSLA
1486179527,Descent2e,3,ROUND_OVER,166,8,4,937,,,,,,,,,,,,,,,"(10,4)","(8,2)",,Dead,"(9,4)","(9,3)",,"(4,15)",,"(6,14)","(4,16)","(3,14)",Dead,12,4,5,2,2,8,,2,,5,Dead,4,,Dead,0.0,OSLA,3.0952380952380953,1.5476190476190477,-3.0952380952380953,3.0952380952380953,3.0952380952380953,OSLA,OSLA,OSLA
1619244266,Descent2e,0,ROUND_OVER,86,9,4,938,,Barghest minion 1 (117333948) defeated by Grisban the Thirsty (117333859),,,,,,,,,,Goblin Archer minion 2 (117422938) defeated by Jain Fairwood (117422906),,,"(6,5)","(5,6)",,"(10,4)","(5,4)","(5,5)",,"(7,2)",,"(5,11)","(4,8)","(4,16)","(10,6)",11,4,1,2,2,3,,2,,10,6,4,,8,1.4285714285714286,OSLA,-0.7142857142857143,-0.35714285714285715,0.7142857142857143,-0.7142857142857143,-0.7142857142857143,OSLA,OSLA,OSLA
1619244266,Descent2e,1,ROUND_OVER,136,9,4,938,,Barghest minion 1 (117422968) defeated by Grisban the Thirsty (117422879),,,,,,,,,,,,,"(10,4)","(8,3)",,Dead,"(9,2)","(9,5)",,"(4,7)",,"(3,14)","(4,17)","(4,16)","(10,6)",11,4,3,2,2,2,,2,,10,Dead,6,,8,0.0,OSLA,1.1904761904761907,0.5952380952380953,-1.1904761904761907,1.1904761904761907,1.1904761904761907,OSLA,OSLA,OSLA
1619244266,Descent2e,2,ROUND_OVER,185,9,4,938,,,,,,,,,,,,,,,"(10,4)","(9,4)",,Dead,"(8,2)","(9,5)",,"(4,14)",,"(3,14)","(4,17)","(4,16)","(10,6)",11,4,5,2,2,2,,2,,9,Dead,4,,8,0.4761904761904763,OSLA,-0.23809523809523814,-0.11904761904761907,0.23809523809523814,-0.23809523809523814,-0.23809523809523814,OSLA,OSLA,OSLA
1619244266,Descent2e,3,ROUND_OVER,222,8,4,938,,Barghest minion 1 (117422978) defeated by Grisban the Thirsty (117422879),,,,,,,,,,,,,Dead,"(10,5)",,Dead,"(8,6)","(11,5)",,"(4,14)",,"(3,14)","(4,17)","(4,16)","(10,6)",11,4,7,2,2,2,,2,,10,Dead,Dead,,8,0.0,OSLA,1.666666666666667,0.8333333333333335,-1.666666666666667,1.666666666666667,1.666666666666667,OSLA,OSLA,OSLA
-1340836869,Descent2e,0,ROUND_OVER,118,10,4,939,,,,,,,,,,,,,,,"(11,5)","(7,3)",,"(7,4)","(9,2)","(6,5)",,"(4,10)",,"(5,12)","(3,14)","(6,14)","(8,3)",12,4,1,2,2,8,,2,,10,6,6,,4,1.4285714285714286,OSLA,-0.7142857142857143,-0.35714285714285715,0.7142857142857143,-0.7142857142857143,-0.7142857142857143,OSLA,OSLA,OSLA
-1340836869,Descent2e,1,ROUND_OVER,173,10,4,939,,,,,,,,,,,,,,,"(11,5)","(6,3)",,"(7,4)","(9,2)","(6,4)",,"(4,15)",,"(6,15)","(3,14)","(6,14)","(8,3)",8,4,3,2,2,8,,2,,10,6,6,,4,4.285714285714286,OSLA,-2.142857142857143,-1.0714285714285714,2.142857142857143,-2.142857142857143,-2.142857142857143,OSLA,OSLA,OSLA
-1340836869,Descent2e,2,ROUND_OVER,232,10,4,939,,,,,,,,,,,,,,,"(11,5)","(7,3)",,"(7,4)","(9,2)","(7,2)",,"(4,15)",,"(6,15)","(3,14)","(6,14)","(8,3)",9,4,5,2,2,8,,2,,8,6,6,,4,7.142857142857143,OSLA,-3.5714285714285716,-1.7857142857142858,3.5714285714285716,-3.5714285714285716,-3.5714285714285716,OSLA,OSLA,OSLA
-1340836869,Descent2e,3,ROUND_OVER,288,10,4,939,,,,,,,,,,,,,,,"(11,5)","(6,3)",,"(7,4)","(8,2)","(7,2)",,"(4,15)",,"(6,15)","(3,14)","(6,14)","(8,3)",10,4,7,2,2,8,,2,,6,6,6,,4,10.0,OSLA,-5.0,-2.5,5.0,-5.0,-5.0,OSLA,OSLA,OSLA
-807973978,Descent2e,0,ROUND_OVER,69,10,4,940,,,,,,,,,,,,,,,"(11,5)","(4,9)",,"(8,3)","(2,15)","(5,9)",,"(3,8)",,"(4,10)","(3,9)","(5,11)","(9,2)",8,4,0,2,2,10,,2,,11,6,6,,8,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA
-807973978,Descent2e,1,ROUND_OVER,157,10,4,940,,,,,,,,,,,,,,,"(11,5)","(6,4)",,"(10,4)","(2,15)","(6,5)",,"(4,13)",,"(4,15)","(5,14)","(3,14)","(10,5)",8,4,1,2,2,10,,2,,10,6,6,,8,1.4285714285714286,OSLA,-0.7142857142857143,-0.35714285714285715,0.7142857142857143,-0.7142857142857143,-0.7142857142857143,OSLA,OSLA,OSLA
-807973978,Descent2e,2,ROUND_OVER,226,10,4,940,,,,,,,,,,,,,,,"(11,5)","(9,6)",,"(10,4)","(9,7)","(9,4)",,"(4,16)",,"(4,15)","(5,14)","(3,14)","(10,5)",7,4,3,2,2,10,,2,,10,3,6,,8,4.285714285714286,OSLA,-2.142857142857143,-1.0714285714285714,2.142857142857143,-2.142857142857143,-2.142857142857143,OSLA,OSLA,OSLA
-807973978,Descent2e,3,ROUND_OVER,268,10,4,940,,,,,,,,,,,,,,,"(10,7)","(8,7)",,"(10,4)","(9,7)","(9,5)",,"(4,16)",,"(4,15)","(5,14)","(3,14)","(10,5)",7,4,5,2,2,7,,2,,6,3,6,,8,7.142857142857143,OSLA,-3.5714285714285716,-1.7857142857142858,3.5714285714285716,-3.5714285714285716,-3.5714285714285716,OSLA,OSLA,OSLA
-807973978,Descent2e,4,ROUND_OVER,317,10,4,940,,,,,,,,,,,,,,,"(11,5)","(8,9)",,"(10,4)","(9,3)","(9,5)",,"(4,16)",,"(4,15)","(5,14)","(3,14)","(10,5)",7,4,7,2,2,8,,2,,1,3,6,,8,10.0,OSLA,-5.0,-2.5,5.0,-5.0,-5.0,OSLA,OSLA,OSLA
1025702248,Descent2e,0,ROUND_OVER,98,10,4,941,,,,,,,,,,,,,,,"(6,3)","(5,4)",,"(6,5)","(5,5)","(5,6)",,"(3,9)",,"(5,10)","(4,12)","(4,13)","(11,5)",8,4,0,2,2,12,,2,,6,6,6,,8,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA
1025702248,Descent2e,1,ROUND_OVER,140,8,4,941,,Barghest minion 1 (117912755) defeated by Syndrael (117912684),,,,,,,,,,,,,Dead,"(5,4)",,Dead,"(9,6)","(5,6)",,"(5,14)",,"(6,15)","(3,15)","(4,15)","(11,5)",8,4,1,2,2,12,,2,,6,Dead,Dead,,8,0.0,OSLA,5.9523809523809526,2.9761904761904763,-5.9523809523809526,5.9523809523809526,5.9523809523809526,OSLA,OSLA,OSLA
1025702248,Descent2e,2,ROUND_OVER,186,8,4,941,,,,,,,,,,,,,,,Dead,"(9,4)",,Dead,"(9,6)","(10,6)",,"(5,14)",,"(6,15)","(3,15)","(4,15)","(11,5)",8,4,3,2,2,12,,2,,6,Dead,Dead,,8,0.0,OSLA,4.523809523809524,2.261904761904762,-4.523809523809524,4.523809523809524,4.523809523809524,OSLA,OSLA,OSLA
1025702248,Descent2e,3,ROUND_OVER,231,8,4,941,,,,,,,,,,,,,,,Dead,"(10,3)",,Dead,"(10,5)","(10,6)",,"(5,14)",,"(6,15)","(3,15)","(4,15)","(11,5)",8,4,5,2,2,12,,2,,6,Dead,Dead,,5,0.0,OSLA,3.0952380952380953,1.5476190476190477,-3.0952380952380953,3.0952380952380953,3.0952380952380953,OSLA,OSLA,OSLA
1025702248,Descent2e,4,ROUND_OVER,269,8,4,941,,,,,,,,,,,,,,,Dead,"(11,4)",,Dead,"(10,5)","(11,7)",,"(5,14)",,"(6,15)","(3,15)","(4,15)","(11,5)",8,4,7,2,2,11,,2,,6,Dead,Dead,,1,0.0,OSLA,1.666666666666667,0.8333333333333335,-1.666666666666667,1.666666666666667,1.666666666666667,OSLA,OSLA,OSLA
294399926,Descent2e,0,ROUND_OVER,97,10,4,942,,,,,,,,,,,,,,,"(10,3)","(6,5)",,"(7,4)","(5,5)","(4,5)",,"(3,12)",,"(5,9)","(4,7)","(4,11)","(8,2)",12,4,0,2,2,6,,2,,8,6,6,,8,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA
294399926,Descent2e,1,ROUND_OVER,153,10,4,942,,,,,,,,,,,,,,,"(10,3)","(6,3)",,"(7,4)","(5,5)","(5,4)",,"(6,16)",,"(5,14)","(5,12)","(4,14)","(8,2)",12,4,1,2,2,8,,2,,8,6,6,,8,1.4285714285714286,OSLA,-0.7142857142857143,-0.35714285714285715,0.7142857142857143,-0.7142857142857143,-0.7142857142857143,OSLA,OSLA,OSLA
294399926,Descent2e,2,ROUND_OVER,205,10,4,942,,,,,,,,,,,,,,,"(7,2)","(7,3)",,"(7,4)","(8,4)","(6,3)",,"(6,16)",,"(5,14)","(4,15)","(4,14)","(9,3)",12,4,3,2,2,5,,2,,8,6,6,,8,4.285714285714286,OSLA,-2.142857142857143,-1.0714285714285714,2.142857142857143,-2.142857142857143,-2.142857142857143,OSLA,OSLA,OSLA
294399926,Descent2e,3,ROUND_OVER,258,10,4,942,,,,,,,,,,,,,,,"(7,2)","(10,4)",,"(7,4)","(8,3)","(5,5)",,"(6,16)",,"(5,14)","(4,15)","(4,14)","(9,3)",12,4,5,2,2,5,,2,,8,6,6,,6,7.142857142857143,OSLA,-3.5714285714285716,-1.7857142857142858,3.5714285714285716,-3.5714285714285716,-3.5714285714285716,OSLA,OSLA,OSLA
294399926,Descent2e,4,ROUND_OVER,305,10,4,942,,,,,,,,,,,,,,,"(7,2)","(10,4)",,"(7,4)","(8,4)","(6,5)",,"(6,16)",,"(5,14)","(4,15)","(4,14)","(9,3)",12,4,7,2,2,2,,2,,8,1,6,,4,10.0,OSLA,-5.0,-2.5,5.0,-5.0,-5.0,OSLA,OSLA,OSLA
-734781075,Descent2e,0,ROUND_OVER,107,10,4,943,,,,,,,,,,,,,,,"(9,3)","(5,4)",,"(6,3)","(4,4)","(9,8)",,"(2,7)",,"(4,7)","(5,8)","(3,16)","(9,6)",8,4,1,2,2,9,,2,,8,6,6,,8,1.4285714285714286,OSLA,-0.7142857142857143,-0.35714285714285715,0.7142857142857143,-0.7142857142857143,-0.7142857142857143,OSLA,OSLA,OSLA
-734781075,Descent2e,1,ROUND_OVER,144,9,4,943,,,,,,,,,Goblin Archer minion 3 (118245016) defeated by Tomble Burrowell (118244948),,,,,,"(9,3)","(5,4)",,"(6,3)","(4,5)","(9,8)",,"(10,3)",,"(4,11)","(5,15)","(3,16)","(9,6)",8,4,3,2,2,9,,2,,8,6,6,,8,4.285714285714286,OSLA,-2.142857142857143,-1.0714285714285714,2.142857142857143,-2.142857142857143,-2.142857142857143,OSLA,OSLA,OSLA
-734781075,Descent2e,2,ROUND_OVER,201,10,4,943,,,,,,,,,,,,,,,"(9,3)","(6,5)",,"(6,3)","(5,4)","(9,8)",,"(5,6)",,"(6,14)","(5,15)","(3,16)","(9,6)",8,4,5,2,2,9,,2,,8,6,6,,8,7.142857142857143,OSLA,-3.5714285714285716,-1.7857142857142858,3.5714285714285716,-3.5714285714285716,-3.5714285714285716,OSLA,OSLA,OSLA
-734781075,Descent2e,3,ROUND_OVER,253,10,4,943,,,,,,,,,,,,,,,"(9,3)","(8,6)",,"(6,3)","(5,4)","(9,8)",,"(4,11)",,"(6,14)","(5,15)","(3,16)","(9,6)",8,4,7,2,2,8,,2,,8,4,4,,8,10.0,OSLA,-5.0,-2.5,5.0,-5.0,-5.0,OSLA,OSLA,OSLA
-1062683026,Descent2e,0,ROUND_OVER,114,10,4,944,,,,,,,,,,,,,,,"(9,3)","(4,5)",,"(6,4)","(5,6)","(6,6)",,"(4,17)",,"(4,14)","(4,15)","(3,14)","(11,5)",8,4,1,2,2,12,,2,,10,6,6,,8,1.4285714285714286,OSLA,-0.7142857142857143,-0.35714285714285715,0.7142857142857143,-0.7142857142857143,-0.7142857142857143,OSLA,OSLA,OSLA
-1062683026,Descent2e,1,ROUND_OVER,143,10,4,944,,,,,,,,,,,,,,,"(9,3)","(4,5)",,"(6,4)","(4,6)","(6,6)",,"(4,17)",,"(4,14)","(4,15)","(3,14)","(11,5)",8,4,3,2,2,12,,2,,10,3,6,,8,4.285714285714286,OSLA,-2.142857142857143,-1.0714285714285714,2.142857142857143,-2.142857142857143,-2.142857142857143,OSLA,OSLA,OSLA
-1062683026,Descent2e,2,ROUND_OVER,189,9,4,944,,,,,Barghest minion 2 (118383438) defeated by Tomble Burrowell (118383340),,,,,,,,,,"(11,4)","(4,2)",,Dead,"(10,5)","(7,3)",,"(4,17)",,"(4,14)","(4,15)","(3,14)","(11,5)",8,4,5,2,2,9,,2,,10,Dead,6,,8,0.4761904761904763,OSLA,-0.23809523809523814,-0.11904761904761907,0.23809523809523814,-0.23809523809523814,-0.23809523809523814,OSLA,OSLA,OSLA
-1062683026,Descent2e,3,ROUND_OVER,243,9,4,944,,,,,,,,,,,,,,,"(11,4)","(10,3)",,Dead,"(10,6)","(11,7)",,"(4,17)",,"(4,14)","(4,15)","(3,14)","(11,5)",8,4,7,2,2,9,,2,,10,Dead,6,,8,3.333333333333333,OSLA,-1.6666666666666665,-0.8333333333333333,1.6666666666666665,-1.6666666666666665,-1.6666666666666665,OSLA,OSLA,OSLA
